DTBASE;COOPERATIVA;CPF;CONTA;CONTRATO;DSPRODUTO;DTCONTRATO;VLCONTRATO;SDDEVEDOR;QTDIASATRASO;SDATRASO;VLPROVISAO
28/02/2021;B;274251;72443;86548;Empréstimo;24/11/2020;4.284,00;4.182,00;0;0,00;10,20
28/02/2021;B;274569;111206;84494;Empréstimo;14/09/2020;7.150,20;6.864,60;0;0,00;20,40
28/02/2021;B;281440;82351;77552;Financiamento;14/01/2020;8.486,40;6.232,20;0;0,00;20,40
28/02/2021;B;287327;67917;88846;Financiamento;14/01/2021;2.162,40;2.111,40;0;0,00;10,20
28/02/2021;B;295820;34859;80934;Empréstimo;18/06/2020;22.348,20;23.286,60;78;2.213,40;1.387,20
28/02/2021;B;310198;100120;79919;Empréstimo;27/04/2020;6.762,60;6.120,00;0;0,00;40,80
28/02/2021;B;313856;87152;73178;Empréstimo;07/12/2018;2.203,20;377,40;129;397,80;132,60
28/02/2021;B;325113;114097;87679;Financiamento;11/12/2020;6.038,40;5.946,60;0;0,00;30,60
28/02/2021;B;338700;72986;90710;Financiamento;23/02/2021;9.465,60;9.516,60;0;0,00;30,60
28/02/2021;B;353066;66191;82432;Financiamento;22/07/2020;4.284,00;4.069,80;0;0,00;10,20
28/02/2021;B;382922;109574;85451;Empréstimo;09/10/2020;2.162,40;2.091,00;0;0,00;10,20
28/02/2021;B;398842;102489;77800;Financiamento;29/01/2020;5.375,40;4.875,60;44;346,80;91,80
28/02/2021;B;399179;84193;84445;Financiamento;17/09/2020;8.904,60;8.619,00;0;0,00;30,60
28/02/2021;B;438320;113512;86080;Financiamento;28/10/2020;8.557,80;8.180,40;0;0,00;20,40
28/02/2021;B;450204;103867;79978;Financiamento;30/04/2020;8.700,60;8.782,20;122;1.132,20;3.080,40
28/02/2021;B;474601;104397;79322;Empréstimo;08/04/2020;428,40;408,00;204;306,00;244,80
28/02/2021;B;483941;102014;87317;Empréstimo;30/11/2020;91,80;91,80;87;30,60;51,00
28/02/2021;B;499376;97484;206066;Empréstimo;20/12/2019;1.122,00;1.050,60;111;163,20;224,40
28/02/2021;B;501977;98288;76443;Financiamento;29/11/2019;14.065,80;10.954,80;0;0,00;30,60
28/02/2021;B;512150;92470;80222;Financiamento;06/05/2020;3.437,40;2.529,60;0;0,00;10,20
28/02/2021;B;517753;49447;75513;Financiamento;25/07/2019;4.702,20;2.886,60;0;0,00;10,20
28/02/2021;B;523043;106362;81354;Financiamento;23/06/2020;14.606,40;14.861,40;78;1.489,20;5.222,40
28/02/2021;B;531620;110970;89300;Financiamento;19/01/2021;3.855,60;3.947,40;0;0,00;10,20
28/02/2021;B;534843;113873;90892;Empréstimo;24/02/2021;907,80;907,80;0;0,00;20,40
28/02/2021;B;538990;98263;81076;Empréstimo;09/06/2020;397,80;428,40;261;499,80;255,00
28/02/2021;B;558233;30700;84820;Empréstimo;22/09/2020;6.426,00;5.956,80;0;0,00;20,40
28/02/2021;B;562682;82761;84167;Empréstimo;10/09/2020;6.426,00;5.895,60;0;0,00;20,40
28/02/2021;B;564164;85072;74979;Financiamento;14/06/2019;8.476,20;4.661,40;0;0,00;10,20
28/02/2021;B;602613;70645;75281;Empréstimo;19/07/2019;18.309,00;14.637,00;42;805,80;265,20
28/02/2021;B;616983;92983;83245;Empréstimo;11/08/2020;2.091,00;2.029,80;2;81,60;714,00
28/02/2021;B;654365;26226;89645;Financiamento;19/02/2021;1.377,00;1.387,20;0;0,00;10,20
28/02/2021;B;660670;64163;80446;Empréstimo;12/05/2020;561,00;612,00;198;397,80;367,20
28/02/2021;B;660705;76265;86496;Empréstimo;09/11/2020;2.580,60;1.907,40;0;0,00;10,20
28/02/2021;B;666271;68513;86224;Empréstimo;30/10/2020;153,00;142,80;56;40,80;71,40
28/02/2021;B;673199;68682;79625;Financiamento;23/04/2020;2.560,20;1.927,80;0;0,00;10,20
28/02/2021;B;673509;102970;87333;Empréstimo;30/11/2020;255,00;183,60;0;0,00;10,20
28/02/2021;B;691616;76623;72944;Financiamento;09/11/2018;8.486,40;4.845,00;0;0,00;10,20
28/02/2021;B;707698;96435;82154;Financiamento;21/07/2020;14.300,40;12.739,80;0;0,00;40,80
28/02/2021;B;708877;97486;81268;Financiamento;26/06/2020;2.284,80;1.978,80;0;0,00;10,20
28/02/2021;B;718845;85091;89379;Financiamento;22/01/2021;2.376,60;2.427,60;0;0,00;10,20
28/02/2021;D;14074;15245;20763;Empréstimo;12/01/2021;4.426,80;4.426,80;0;0,00;10,20
28/02/2021;D;16947;11512;10840;Empréstimo;09/06/2020;142,80;153,00;0;0,00;61,20
28/02/2021;D;23600;13990;10390;Empréstimo;03/06/2020;448,80;377,40;81;71,40;224,40
28/02/2021;D;25464;33262;1910;Financiamento;06/02/2019;8.486,40;5.304,00;0;0,00;20,40
28/02/2021;D;26408;16042;14510;Empréstimo;28/08/2020;918,00;1.020,00;178;1.244,40;612,00
28/02/2021;D;36266;24930;15566;Financiamento;22/09/2020;8.486,40;7.333,80;0;0,00;20,40
28/02/2021;D;69713;67159;20320;Empréstimo;07/01/2021;5.293,80;5.253,00;0;0,00;91,80
28/02/2021;D;77542;9318;9756;Empréstimo;14/05/2020;214,20;132,60;0;0,00;30,60
28/02/2021;D;84278;9162;13912;Empréstimo;10/09/2020;7.109,40;7.119,60;16;214,20;122,40
28/02/2021;D;87129;65177;22105;Empréstimo;04/02/2021;8.965,80;9.016,80;0;0,00;30,60
28/02/2021;D;107264;34266;21813;Empréstimo;25/01/2021;418,20;438,60;31;438,60;265,20
28/02/2021;D;117736;44045;24124;Empréstimo;26/02/2021;1.315,80;1.326,00;0;0,00;10,20
28/02/2021;D;125571;36797;17485;Empréstimo;05/11/2020;3.988,20;3.957,60;0;0,00;20,40
28/02/2021;D;128291;14106;12407;Empréstimo;20/07/2020;1.611,60;1.540,20;0;0,00;10,20
28/02/2021;D;129533;29708;2223;Empréstimo;22/03/2019;3.172,20;1.519,80;0;0,00;10,20
28/02/2021;D;131177;21157;10499;Empréstimo;01/06/2020;2.784,60;2.825,40;0;0,00;10,20
28/02/2021;D;135390;6223;22362;Financiamento;05/02/2021;11.230,20;11.352,60;0;0,00;30,60
28/02/2021;D;165257;20862;606;Empréstimo;14/05/2018;5.538,60;2.590,80;0;0,00;10,20
28/02/2021;D;169120;40197;9724;Empréstimo;15/05/2020;1.774,80;1.713,60;0;0,00;724,20
28/02/2021;D;170648;17655;16365;Empréstimo;23/10/2020;4.284,00;4.059,60;0;0,00;10,20
28/02/2021;D;173909;33441;12914;Empréstimo;31/07/2020;1.142,40;785,40;16;51,00;10,20
28/02/2021;D;173936;10418;20707;Empréstimo;11/01/2021;4.416,60;4.437,00;0;0,00;30,60
28/02/2021;D;185258;37372;10070;Empréstimo;25/05/2020;846,60;724,20;31;30,60;438,60
28/02/2021;D;195991;38491;10480;Empréstimo;01/06/2020;265,20;275,40;0;0,00;163,20
28/02/2021;D;197331;17017;13375;Empréstimo;07/08/2020;1.162,80;999,60;0;0,00;10,20
28/02/2021;D;217425;66571;20244;Empréstimo;07/01/2021;3.539,40;3.559,80;0;0,00;61,20
28/02/2021;D;227587;92281;1665;Empréstimo;15/01/2019;1.162,80;418,20;0;0,00;10,20
28/02/2021;D;243350;4986;11331;Empréstimo;24/06/2020;12.852,00;10.771,20;0;0,00;30,60
28/02/2021;D;256253;11989;14076;Empréstimo;19/08/2020;2.672,40;2.519,40;0;0,00;10,20
28/02/2021;D;257392;31784;19200;Financiamento;16/12/2020;4.284,00;4.212,60;0;0,00;10,20
28/02/2021;D;265163;41059;17356;Empréstimo;04/11/2020;2.529,60;2.509,20;0;0,00;10,20
28/02/2021;D;272820;24906;9056;Empréstimo;27/04/2020;652,80;438,60;0;0,00;10,20
28/02/2021;D;274991;38495;6262;Financiamento;10/01/2020;2.570,40;1.866,60;0;0,00;10,20
28/02/2021;D;288198;11576;20405;Empréstimo;21/01/2021;4.416,60;4.467,60;0;0,00;10,20
28/02/2021;D;291794;21542;963;Empréstimo;17/08/2018;3.488,40;346,80;47;193,80;204,00
28/02/2021;D;293774;25875;175;Empréstimo;17/05/2017;3.774,00;234,60;42;234,60;61,20
28/02/2021;D;301736;25454;1692;Financiamento;16/01/2019;6.364,80;3.825,00;0;0,00;10,20
28/02/2021;D;306415;60061;17744;Empréstimo;11/11/2020;1.203,60;1.081,20;0;0,00;20,40
28/02/2021;D;317066;52492;17111;Empréstimo;30/10/2020;3.427,20;3.559,80;16;132,60;20,40
28/02/2021;D;325320;23095;5819;Empréstimo;04/12/2019;8.486,40;4.651,20;0;0,00;10,20
28/02/2021;D;327773;41972;13280;Empréstimo;10/08/2020;2.570,40;2.131,80;0;0,00;10,20
28/02/2021;D;330222;21400;9418;Empréstimo;30/04/2020;6.364,80;3.947,40;0;0,00;10,20
28/02/2021;D;350414;31515;1532;Empréstimo;13/12/2018;3.753,60;1.530,00;0;0,00;30,60
28/02/2021;D;352817;15648;1376;Empréstimo;08/11/2018;1.560,60;530,40;0;0,00;132,60
28/02/2021;D;353656;4721;9837;Empréstimo;14/05/2020;4.202,40;2.886,60;0;0,00;10,20
28/02/2021;D;354466;41245;3623;Empréstimo;11/07/2019;3.529,20;2.264,40;256;1.611,60;1.346,40
28/02/2021;D;357448;33155;6072;Financiamento;02/01/2020;3.508,80;2.743,80;0;0,00;10,20
28/02/2021;D;357889;34482;2147;Financiamento;15/03/2019;3.845,40;1.723,80;0;0,00;10,20
28/02/2021;D;369351;9085;13098;Empréstimo;04/08/2020;6.303,60;5.936,40;0;0,00;20,40
28/02/2021;D;372309;59125;13297;Empréstimo;06/08/2020;867,00;948,60;169;265,20;561,00
28/02/2021;D;373700;12398;1906;Financiamento;19/08/2019;3.814,80;2.927,40;0;0,00;10,20
28/02/2021;D;375875;18306;1497;Empréstimo;06/12/2018;3.733,20;1.336,20;0;0,00;795,60
28/02/2021;D;382228;51971;10824;Empréstimo;17/06/2020;3.427,20;2.907,00;0;0,00;20,40
28/02/2021;D;382362;10322;3313;Empréstimo;26/06/2019;3.896,40;3.202,80;0;0,00;10,20
28/02/2021;D;387980;19137;4857;Empréstimo;01/10/2019;6.191,40;5.059,20;78;867,00;306,00
28/02/2021;D;406078;39626;6310;Empréstimo;18/05/2020;581,40;561,00;63;61,20;326,40
28/02/2021;D;409270;51815;18574;Empréstimo;30/11/2020;326,40;367,20;87;377,40;214,20
28/02/2021;D;432668;50286;8896;Empréstimo;19/10/2020;1.193,40;979,20;67;102,00;581,40
28/02/2021;D;435496;49039;5810;Financiamento;06/12/2019;4.284,00;3.610,80;0;0,00;10,20
28/02/2021;D;440984;20784;24234;Empréstimo;26/02/2021;1.009,80;928,20;0;0,00;234,60
28/02/2021;D;453791;33655;5749;Empréstimo;07/02/2020;754,80;632,40;263;489,60;377,40
28/02/2021;D;466868;46966;283960;Empréstimo;04/05/2020;1.713,60;1.621,80;139;510,00;958,80
28/02/2021;D;501558;55956;9541;Empréstimo;12/05/2020;1.713,60;1.764,60;108;285,60;1.050,60
28/02/2021;D;509975;24831;13337;Empréstimo;06/08/2020;8.568,00;8.190,60;0;0,00;20,40
28/02/2021;D;510808;1661;19731;Empréstimo;21/12/2020;8.058,00;7.956,00;0;0,00;20,40
28/02/2021;D;511299;60943;14760;Financiamento;09/09/2020;4.284,00;4.069,80;0;0,00;10,20
28/02/2021;D;534633;17164;2985;Empréstimo;28/05/2019;10.791,60;8.078,40;0;0,00;20,40
28/02/2021;D;551006;18786;20312;Empréstimo;08/01/2021;1.244,40;1.234,20;0;0,00;20,40
28/02/2021;D;552157;16731;12990;Empréstimo;03/08/2020;3.508,80;3.355,80;0;0,00;20,40
28/02/2021;D;560072;8151;24193;Empréstimo;26/02/2021;1.285,20;1.111,80;0;0,00;61,20
28/02/2021;D;589309;21446;2804;Empréstimo;10/05/2019;4.324,80;3.151,80;0;0,00;10,20
28/02/2021;D;596271;22437;7754;Financiamento;13/04/2020;6.997,20;6.324,00;0;0,00;20,40
28/02/2021;D;604728;36735;21576;Empréstimo;21/01/2021;2.335,80;2.407,20;0;0,00;10,20
28/02/2021;D;604768;39925;17234;Empréstimo;30/10/2020;204,00;224,40;117;244,80;132,60
28/02/2021;D;625783;567;3770;Financiamento;22/07/2019;8.486,40;6.466,80;0;0,00;20,40
28/02/2021;D;637096;43496;6143;Empréstimo;23/12/2019;4.416,60;3.213,00;42;295,80;61,20
28/02/2021;D;641109;35291;17891;Empréstimo;19/11/2020;1.020,00;1.009,80;16;30,60;255,00
28/02/2021;D;658898;48968;7440;Empréstimo;06/03/2020;2.213,40;1.978,80;0;0,00;10,20
28/02/2021;D;660383;8382;1562;Empréstimo;17/12/2018;4.416,60;1.836,00;0;0,00;10,20
28/02/2021;D;660387;14171;4808;Financiamento;02/10/2019;8.486,40;6.599,40;0;0,00;20,40
28/02/2021;D;663665;52578;23723;Empréstimo;24/02/2021;2.641,80;2.652,00;0;0,00;20,40
28/02/2021;D;664431;59944;13413;Empréstimo;10/08/2020;8.088,60;8.710,80;112;1.173,00;3.682,20
28/02/2021;D;667506;44264;17340;Financiamento;05/11/2020;11.311,80;10.801,80;0;0,00;30,60
28/02/2021;D;676332;38560;2686;Empréstimo;06/05/2019;9.537,00;8.527,20;0;0,00;51,00
28/02/2021;D;685728;29735;3043;Financiamento;30/05/2019;3.845,40;1.938,00;0;0,00;10,20
28/02/2021;D;685923;58072;11522;Financiamento;25/06/2020;11.556,60;10.903,80;0;0,00;61,20
28/02/2021;D;688132;3225;15063;Empréstimo;08/09/2020;2.121,60;1.856,40;0;0,00;10,20
28/02/2021;D;706176;21856;3771;Financiamento;24/07/2019;8.486,40;4.773,60;0;0,00;10,20
28/02/2021;D;707730;40899;13654;Empréstimo;17/08/2020;4.284,00;4.243,20;0;0,00;10,20
28/02/2021;D;709355;92347;8005;Empréstimo;30/03/2020;2.080,80;1.734,00;0;0,00;10,20
28/02/2021;D;709414;49391;2873;Empréstimo;15/05/2019;12.852,00;6.364,80;0;0,00;20,40
28/02/2021;D;720987;13447;468;Financiamento;26/03/2018;4.896,00;1.897,20;16;20,40;10,20
28/02/2021;D;723926;21629;5377;Financiamento;05/11/2019;9.639,00;7.415,40;0;0,00;20,40
28/02/2021;D;724308;36004;1781;Empréstimo;22/01/2019;2.886,60;1.295,40;0;0,00;10,20
28/02/2021;E;5803;73656;33284;Financiamento;06/09/2019;4.263,60;2.601,00;0;0,00;10,20
28/02/2021;E;9874;43267;39655;Financiamento;08/01/2020;8.486,40;6.303,60;0;0,00;20,40
28/02/2021;E;17909;74372;31780;Financiamento;09/08/2019;4.549,20;3.417,00;0;0,00;20,40
28/02/2021;E;21876;11220;34717;Financiamento;10/10/2019;8.486,40;6.619,80;0;0,00;20,40
28/02/2021;E;22452;5864;67672;Empréstimo;07/12/2020;877,20;897,60;16;51,00;10,20
28/02/2021;E;22588;201115;43281;Financiamento;05/03/2020;6.823,80;5.783,40;0;0,00;20,40
28/02/2021;E;34832;48584;12760;Financiamento;04/05/2018;10.608,00;8.058,00;0;0,00;20,40
28/02/2021;E;36990;81276;40122;Empréstimo;16/01/2020;6.609,60;5.712,00;0;0,00;20,40
28/02/2021;E;39052;60648;66125;Empréstimo;09/11/2020;612,00;663,00;108;275,40;397,80
28/02/2021;E;41686;37211;59908;Financiamento;18/08/2020;9.118,80;8.557,80;0;0,00;30,60
28/02/2021;E;43837;10144;58001;Empréstimo;16/07/2020;295,80;275,40;61;81,60;20,40
28/02/2021;E;43968;43362;37253;Financiamento;19/11/2019;8.486,40;5.140,80;0;0,00;20,40
28/02/2021;E;44971;74272;59725;Empréstimo;07/08/2020;4.110,60;4.457,40;202;3.386,40;2.662,20
28/02/2021;E;49290;35487;58678;Financiamento;27/07/2020;3.202,80;2.947,80;0;0,00;10,20
28/02/2021;E;49312;89168;292802;Empréstimo;11/05/2020;2.131,80;2.295,00;250;724,20;1.366,80
28/02/2021;E;49508;61119;62684;Empréstimo;11/09/2020;979,20;693,60;47;153,00;10,20
28/02/2021;E;50021;11951;37131;Empréstimo;19/11/2019;6.109,80;4.518,60;0;0,00;30,60
28/02/2021;E;50297;15542;20393;Empréstimo;30/11/2018;3.519,00;1.978,80;0;0,00;10,20
28/02/2021;E;52435;83675;72178;Empréstimo;12/02/2021;1.805,40;1.815,60;0;0,00;10,20
28/02/2021;E;54837;3656;28414;Empréstimo;27/05/2019;1.203,60;244,80;291;295,80;142,80
28/02/2021;E;55936;93069;60168;Financiamento;19/08/2020;4.263,60;3.916,80;0;0,00;20,40
28/02/2021;E;65912;8839;42195;Financiamento;19/02/2020;8.180,40;7.007,40;11;153,00;40,80
28/02/2021;E;70153;63515;44579;Empréstimo;09/04/2020;1.162,80;1.162,80;109;173,40;581,40
28/02/2021;E;70391;86718;63107;Financiamento;16/09/2020;2.560,20;2.397,00;0;0,00;10,20
28/02/2021;E;70468;20928;282168;Empréstimo;27/04/2020;2.560,20;2.601,00;231;907,80;1.550,40
28/02/2021;E;70921;210176;41665;Empréstimo;27/10/2020;12.821,40;13.147,80;0;0,00;7.843,80
28/02/2021;E;74375;86042;42900;Financiamento;28/02/2020;1.632,00;2.029,80;0;0,00;40,80
28/02/2021;E;78798;203480;8795;Financiamento;14/12/2017;29.274,00;9.169,80;0;0,00;30,60
28/02/2021;E;80933;180225;66499;Financiamento;20/11/2020;7.415,40;6.956,40;0;0,00;20,40
28/02/2021;E;86759;1319;19137;Empréstimo;09/11/2018;5.059,20;2.794,80;0;0,00;10,20
28/02/2021;E;87951;78334;57548;Empréstimo;14/07/2020;2.131,80;2.050,20;0;0,00;10,20
28/02/2021;E;88801;79588;46168;Empréstimo;06/04/2020;428,40;459,00;0;0,00;10,20
28/02/2021;E;91626;71471;54344;Empréstimo;29/05/2020;714,00;214,20;0;0,00;10,20
28/02/2021;E;92997;152764;36396;Financiamento;01/11/2019;19.645,20;11.842,20;0;0,00;30,60
28/02/2021;E;96219;213117;54226;Financiamento;29/05/2020;12.954,00;12.178,80;0;0,00;724,20
28/02/2021;E;97198;32702;43089;Financiamento;28/02/2020;4.263,60;3.427,20;0;0,00;10,20
28/02/2021;E;100665;42976;69731;Empréstimo;13/01/2021;1.754,40;1.795,20;0;0,00;10,20
28/02/2021;E;102591;80383;41148;Financiamento;30/01/2020;8.486,40;4.753,20;0;0,00;30,60
28/02/2021;E;102904;27580;20012;Financiamento;23/11/2018;3.406,80;1.917,60;0;0,00;10,20
28/02/2021;E;104706;82773;71156;Financiamento;03/02/2021;6.395,40;6.487,20;0;0,00;112,20
28/02/2021;E;110584;67533;46671;Empréstimo;07/04/2020;448,80;469,20;0;0,00;285,60
28/02/2021;E;114285;227825;35152;Empréstimo;11/10/2019;13.158,00;5.518,20;11;408,00;30,60
28/02/2021;E;117186;133804;40694;Financiamento;22/01/2020;11.128,20;9.955,20;0;0,00;30,60
28/02/2021;E;117391;15056;61033;Financiamento;21/08/2020;6.558,60;5.916,00;0;0,00;20,40
28/02/2021;E;125679;80070;70282;Financiamento;22/01/2021;5.120,40;5.038,80;0;0,00;10,20
28/02/2021;E;130522;15665;28024;Empréstimo;20/05/2019;2.845,80;1.907,40;0;0,00;10,20
28/02/2021;E;131282;286495;3659;Financiamento;28/04/2017;16.972,80;7.741,80;0;0,00;20,40
28/02/2021;E;133922;189752;63744;Empréstimo;28/09/2020;18.808,80;17.992,80;0;0,00;51,00
28/02/2021;E;134461;82749;53207;Financiamento;25/08/2020;12.872,40;12.801,00;0;0,00;40,80
28/02/2021;E;136293;180158;45;Financiamento;15/07/2014;22.062,60;13.260,00;0;0,00;40,80
28/02/2021;E;139648;267193;51301;Empréstimo;23/04/2020;61,20;71,40;0;0,00;40,80
28/02/2021;E;140730;175878;36054;Financiamento;24/10/2019;5.773,20;4.539,00;0;0,00;10,20
28/02/2021;E;158680;53051;55571;Empréstimo;16/06/2020;1.275,00;938,40;0;0,00;10,20
28/02/2021;E;159516;7400;195301;Empréstimo;01/07/2020;510,00;499,80;169;142,80;306,00
28/02/2021;E;164136;162452;59676;Empréstimo;07/08/2020;2.560,20;2.509,20;16;10,20;10,20
28/02/2021;E;164575;19031;64614;Financiamento;13/10/2020;1.275,00;1.244,40;47;234,60;20,40
28/02/2021;E;165096;51409;19526;Financiamento;12/11/2018;6.395,40;3.672,00;0;0,00;20,40
28/02/2021;E;165193;17760;17644;Empréstimo;15/07/2020;550,80;510,00;142;265,20;306,00
28/02/2021;E;169076;23610;37648;Financiamento;27/11/2019;4.263,60;3.825,00;246;2.244,00;2.284,80
28/02/2021;E;173468;257018;70650;Empréstimo;26/01/2021;142,80;142,80;0;0,00;10,20
28/02/2021;E;173602;282392;8526;Empréstimo;30/11/2017;8.149,80;2.529,60;0;0,00;10,20
28/02/2021;E;175983;230979;38026;Empréstimo;03/12/2019;3.529,20;3.049,80;6;122,40;20,40
28/02/2021;E;191463;26489;68492;Empréstimo;21/12/2020;12.729,60;12.790,80;0;0,00;40,80
28/02/2021;E;195324;89208;63402;Financiamento;22/09/2020;5.967,00;5.548,80;0;0,00;20,40
28/02/2021;E;211316;16298;29003;Empréstimo;07/06/2019;3.325,20;1.825,80;0;0,00;10,20
28/02/2021;E;213751;78391;54113;Empréstimo;27/05/2020;6.915,60;6.324,00;0;0,00;20,40
28/02/2021;E;214870;178088;36211;Empréstimo;28/10/2019;3.519,00;2.713,20;0;0,00;10,20
28/02/2021;E;216220;91794;67062;Financiamento;30/11/2020;4.263,60;3.988,20;0;0,00;10,20
28/02/2021;E;220053;234544;20189;Empréstimo;29/11/2018;1.764,60;1.020,00;0;0,00;10,20
28/02/2021;E;227224;104229;72079;Financiamento;12/02/2021;1.917,60;1.938,00;0;0,00;10,20
28/02/2021;E;230725;268030;31226;Empréstimo;29/07/2019;6.538,20;4.610,40;0;0,00;30,60
28/02/2021;E;231400;55526;17325;Financiamento;12/09/2018;8.486,40;4.559,40;0;0,00;10,20
28/02/2021;E;236657;135368;43835;Empréstimo;12/03/2020;3.457,80;2.040,00;0;0,00;10,20
28/02/2021;E;236689;57690;18458;Empréstimo;11/10/2018;8.282,40;4.641,00;0;0,00;10,20
28/02/2021;E;237390;89307;73033;Financiamento;23/02/2021;6.395,40;6.426,00;0;0,00;20,40
28/02/2021;E;237604;263061;55112;Empréstimo;09/06/2020;2.550,00;1.744,20;0;0,00;10,20
28/02/2021;E;240598;254799;57064;Empréstimo;03/07/2020;2.121,60;2.040,00;16;51,00;10,20
28/02/2021;E;240883;86789;69544;Financiamento;13/01/2021;6.558,60;6.477,00;0;0,00;112,20
28/02/2021;E;241005;69951;40928;Empréstimo;24/01/2020;2.203,20;1.907,40;0;0,00;10,20
28/02/2021;E;241892;58891;38682;Financiamento;13/12/2019;8.486,40;3.998,40;0;0,00;10,20
28/02/2021;E;241957;54006;243397;Empréstimo;27/08/2020;1.254,60;1.183,20;0;0,00;10,20
28/02/2021;E;243834;60923;42826;Financiamento;27/02/2020;3.406,80;2.682,60;0;0,00;20,40
28/02/2021;E;244346;32481;52984;Empréstimo;11/05/2020;591,60;622,20;0;0,00;367,20
28/02/2021;E;246357;50541;69098;Empréstimo;05/01/2021;3.651,60;3.498,60;0;0,00;10,20
28/02/2021;E;250949;76591;197797;Empréstimo;06/11/2019;877,20;448,80;6;51,00;91,80
28/02/2021;E;253272;12535;70479;Empréstimo;22/01/2021;428,40;418,20;0;0,00;20,40
28/02/2021;E;254559;178347;61115;Empréstimo;26/08/2020;6.262,80;5.763,00;0;0,00;30,60
28/02/2021;E;254587;35656;70730;Empréstimo;27/01/2021;612,00;612,00;0;0,00;40,80
28/02/2021;E;256982;85221;72062;Empréstimo;12/02/2021;2.193,00;2.223,60;0;0,00;10,20
28/02/2021;E;261491;119253;71025;Empréstimo;01/02/2021;2.080,80;2.111,40;0;0,00;10,20
28/02/2021;E;265185;22935;64346;Empréstimo;06/10/2020;510,00;550,80;142;285,60;326,40
28/02/2021;E;265238;20932;71934;Financiamento;12/02/2021;26.530,20;26.673,00;0;0,00;81,60
28/02/2021;E;268344;98798;70773;Empréstimo;28/01/2021;1.305,60;1.346,40;0;0,00;10,20
28/02/2021;E;271307;187145;40940;Empréstimo;24/01/2020;4.039,20;3.376,20;0;0,00;10,20
28/02/2021;E;273164;59525;56858;Empréstimo;01/07/2020;2.560,20;2.356,20;0;0,00;10,20
28/02/2021;E;280195;44523;29238;Financiamento;14/06/2019;846,60;703,80;322;367,20;418,20
28/02/2021;E;280995;89369;70851;Empréstimo;01/02/2021;438,60;448,80;0;0,00;10,20
28/02/2021;E;282174;175831;14380;Empréstimo;01/06/2018;4.845,00;2.050,20;0;0,00;734,40
28/02/2021;E;284871;27198;64477;Empréstimo;09/10/2020;4.763,40;5.253,00;78;489,60;1.132,20
28/02/2021;E;288195;11585;43176;Empréstimo;03/03/2020;5.640,60;4.824,60;0;0,00;10,20
28/02/2021;E;288742;89178;52083;Financiamento;05/05/2020;6.558,60;5.895,60;0;0,00;20,40
28/02/2021;E;290239;286553;21429;Empréstimo;28/12/2018;4.549,20;2.815,20;0;0,00;10,20
28/02/2021;E;303187;28219;12220;Empréstimo;13/02/2020;836,40;897,60;11;30,60;10,20
28/02/2021;E;305225;11555;51929;Empréstimo;04/05/2020;3.366,00;3.121,20;0;0,00;1.866,60
28/02/2021;E;306871;227555;58313;Empréstimo;22/07/2020;2.305,20;2.060,40;0;0,00;10,20
28/02/2021;E;311635;20989;242746;Empréstimo;20/03/2020;3.519,00;2.162,40;0;0,00;10,20
28/02/2021;E;313603;28931;70734;Empréstimo;27/01/2021;867,00;724,20;0;0,00;10,20
28/02/2021;E;317607;81877;39657;Empréstimo;22/09/2020;1.213,80;1.162,80;0;0,00;693,60
28/02/2021;E;323542;40314;40059;Financiamento;10/01/2020;8.486,40;7.048,20;0;0,00;40,80
28/02/2021;E;326707;187749;66580;Empréstimo;17/11/2020;4.692,00;4.620,60;0;0,00;10,20
28/02/2021;E;329713;201045;30873;Empréstimo;23/07/2019;1.366,80;1.030,20;42;91,80;367,20
28/02/2021;E;330261;178087;309707;Empréstimo;22/06/2020;4.559,40;2.743,80;0;0,00;10,20
28/02/2021;E;330743;5253;27635;Financiamento;15/05/2019;29.702,40;20.583,60;0;0,00;61,20
28/02/2021;E;332496;31113;19503;Empréstimo;12/11/2018;3.570,00;2.080,80;0;0,00;10,20
28/02/2021;E;335947;4385;41019;Empréstimo;27/01/2020;4.253,40;3.580,20;0;0,00;10,20
28/02/2021;E;343528;55437;63453;Empréstimo;21/09/2020;275,40;265,20;108;102,00;61,20
28/02/2021;E;343886;80196;38846;Financiamento;21/01/2020;4.263,60;3.029,40;0;0,00;10,20
28/02/2021;E;345546;59332;54348;Empréstimo;02/06/2020;316,20;265,20;87;81,60;153,00
28/02/2021;E;347162;53030;51893;Empréstimo;08/05/2020;1.275,00;1.366,80;164;520,20;816,00
28/02/2021;E;353387;41149;72657;Empréstimo;18/02/2021;4.355,40;4.406,40;0;0,00;10,20
28/02/2021;E;354297;200165;68788;Empréstimo;28/12/2020;1.275,00;1.254,60;0;0,00;71,40
28/02/2021;E;354453;4169;62346;Empréstimo;09/09/2020;2.856,00;2.417,40;0;0,00;10,20
28/02/2021;E;354965;29489;39795;Empréstimo;22/05/2020;142,80;142,80;24;10,20;51,00
28/02/2021;E;355733;95009;71558;Empréstimo;09/02/2021;1.754,40;1.785,00;0;0,00;102,00
28/02/2021;E;363362;13761;71455;Empréstimo;17/02/2021;2.203,20;2.223,60;0;0,00;10,20
28/02/2021;E;366040;20366;69202;Empréstimo;06/01/2021;2.641,80;2.621,40;0;0,00;10,20
28/02/2021;E;366783;68052;302636;Empréstimo;28/05/2020;2.131,80;1.836,00;0;0,00;10,20
28/02/2021;E;373455;27848;25896;Empréstimo;10/04/2019;1.764,60;1.356,60;42;142,80;20,40
