COOPERATIVA;CPF;CONTA;CONTRATO;DSPRODUTO;DTCONTRATO;VLCONTRATO;VLPARCELA;QTPARCELAS
A;247574;660599;728600;Empréstimo;24/12/2021;4.243,20;244,80;24
A;248066;497731;126718;Empréstimo;14/05/2018;3.988,20;163,20;36
A;248090;414195;705520;Empréstimo;29/11/2021;3.417,00;102,00;48
A;248226;327577;195749;Empréstimo;01/11/2019;1.530,00;51,00;36
A;248271;251768;227956;Empréstimo;13/02/2020;6.456,60;193,80;48
A;248277;133459;546967;Empréstimo;04/05/2021;2.121,60;122,40;20
A;248379;518353;144411;Empréstimo;25/05/2020;999,60;30,60;48
A;248649;560816;442589;Empréstimo;05/01/2021;1.744,20;193,80;10
A;248702;262658;341859;Empréstimo;05/08/2020;2.121,60;71,40;48
A;248860;471940;299559;Financiamento;22/05/2020;5.477,40;163,20;48
A;248935;499702;263794;Empréstimo;07/04/2020;102,00;40,80;3
A;248975;132954;462528;Financiamento;22/02/2021;1.703,40;81,60;24
A;249161;192252;547070;Empréstimo;05/05/2021;6.589,20;326,40;24
A;249186;396059;437533;Empréstimo;29/12/2020;91,80;10,20;12
A;249261;555253;237081;Empréstimo;09/03/2020;3.080,40;122,40;36
A;249332;403089;247397;Empréstimo;12/11/2020;142,80;10,20;32
A;249606;669911;434454;Financiamento;21/12/2020;4.263,60;102,00;48
A;249813;711321;720791;Empréstimo;22/12/2021;887,40;163,20;6
A;249846;532686;437382;Empréstimo;28/12/2020;255,00;10,20;24
A;249866;233723;513221;Empréstimo;25/03/2021;4.406,40;132,60;48
A;250123;557224;453744;Empréstimo;18/01/2021;1.407,60;51,00;36
A;250195;272183;323069;Empréstimo;08/07/2020;1.703,40;71,40;36
A;250228;610888;255778;Empréstimo;03/04/2020;214,20;20,40;12
A;250300;365541;183227;Empréstimo;09/09/2019;8.486,40;336,60;36
A;250346;663763;563989;Empréstimo;24/06/2021;1.183,20;71,40;24
A;250368;314805;435804;Empréstimo;23/12/2020;3.417,00;122,40;48
A;250377;339078;225598;Financiamento;06/02/2020;6.395,40;193,80;48
A;250579;484039;149994;Empréstimo;25/02/2019;8.802,60;316,20;36
A;250929;147845;250671;Empréstimo;02/04/2020;775,20;142,80;3
A;251137;563958;393402;Empréstimo;26/10/2020;5.049,00;163,20;48
A;251168;547445;503598;Empréstimo;12/03/2021;928,20;40,80;36
A;251407;425699;371832;Empréstimo;23/09/2020;856,80;40,80;24
A;251584;606536;734182;Empréstimo;29/12/2021;2.223,60;132,60;24
A;251585;606537;488466;Financiamento;25/02/2021;2.988,60;112,20;36
A;251773;514202;500015;Empréstimo;11/03/2021;479,40;30,60;24
A;251975;693684;561799;Financiamento;07/06/2021;5.089,80;153,00;48
A;252021;302102;329793;Financiamento;03/08/2020;21.440,40;775,20;36
A;252026;214586;649277;Empréstimo;06/09/2021;3.294,60;377,40;10
A;252045;651711;561428;Empréstimo;26/05/2021;1.550,40;81,60;24
A;252198;642788;451615;Empréstimo;14/01/2021;438,60;40,80;12
A;252426;173825;246233;Empréstimo;31/03/2020;2.162,40;71,40;48
A;252481;700733;654175;Empréstimo;13/09/2021;2.203,20;112,20;36
A;252796;610978;403172;Empréstimo;10/11/2020;2.264,40;132,60;24
A;252977;576759;363472;Empréstimo;10/09/2020;367,20;40,80;10
A;253048;560808;699009;Empréstimo;12/11/2021;2.213,40;132,60;24
A;253099;423197;572421;Empréstimo;02/06/2021;3.519,00;142,80;36
A;253347;570892;311923;Empréstimo;23/06/2020;8.639,40;306,00;36
A;253373;597002;721457;Empréstimo;14/12/2021;3.121,20;122,40;48
A;253404;386598;214632;Empréstimo;13/01/2020;438,60;20,40;36
A;253432;205522;429177;Empréstimo;14/12/2020;1.315,80;71,40;24
A;253490;719331;715859;Financiamento;07/12/2021;6.405,60;265,20;36
A;253523;540594;397736;Empréstimo;30/10/2020;91,80;10,20;10
A;253590;352149;333052;Empréstimo;21/07/2020;336,60;183,60;2
A;253757;137200;534051;Empréstimo;06/05/2021;14.055,60;489,60;36
A;253803;166871;329774;Financiamento;20/07/2020;8.527,20;224,40;60
A;253952;689663;690552;Empréstimo;01/11/2021;1.213,80;132,60;10
A;254107;215888;484821;Empréstimo;22/02/2021;1.326,00;51,00;36
A;254144;235762;626027;Empréstimo;20/08/2021;7.670,40;234,60;60
A;254167;165163;381421;Empréstimo;14/10/2020;10.669,20;326,40;48
A;254330;513898;360546;Empréstimo;08/09/2020;1.275,00;40,80;45
A;254399;176835;304250;Empréstimo;02/06/2020;1.642,20;61,20;48
A;254632;553260;223744;Empréstimo;07/02/2020;877,20;51,00;24
A;254753;327828;724922;Financiamento;17/12/2021;2.988,60;91,80;48
A;254755;221194;517573;Financiamento;29/03/2021;5.344,80;193,80;36
A;254848;699558;663248;Empréstimo;24/09/2021;1.009,80;112,20;10
A;254856;337246;383965;Financiamento;28/10/2020;15.595,80;367,20;60
A;254977;314813;461014;Empréstimo;29/01/2021;1.591,20;61,20;48
A;254994;147719;441547;Empréstimo;04/01/2021;3.498,60;326,40;12
A;255033;190645;480477;Empréstimo;18/02/2021;12.382,80;367,20;48
A;255067;658535;682866;Empréstimo;21/10/2021;173,40;20,40;10
A;255153;438189;219752;Empréstimo;20/01/2020;11.322,00;397,80;48
A;255238;399294;164128;Empréstimo;24/05/2019;1.275,00;61,20;36
A;255302;156302;272608;Empréstimo;13/04/2020;183,60;71,40;3
A;255319;538327;260572;Empréstimo;07/04/2020;193,80;10,20;36
A;255449;655028;543980;Empréstimo;30/04/2021;346,80;40,80;10
A;255513;674233;648614;Empréstimo;06/09/2021;877,20;81,60;12
A;255675;371202;488306;Empréstimo;25/02/2021;663,00;30,60;24
A;255742;388454;229587;Empréstimo;06/03/2020;438,60;40,80;24
A;255797;601137;673486;Empréstimo;06/10/2021;8.802,60;357,00;48
A;255799;662846;544144;Empréstimo;30/04/2021;102,00;10,20;10
A;256059;173648;210719;Empréstimo;19/12/2019;2.519,40;71,40;48
A;256067;345263;300877;Empréstimo;26/05/2020;693,60;30,60;24
A;256258;202324;167288;Financiamento;19/06/2019;4.263,60;132,60;48
A;256280;664075;476781;Empréstimo;11/02/2021;214,20;61,20;4
A;256316;272542;435853;Financiamento;22/12/2020;2.050,20;40,80;60
A;256434;535381;383254;Empréstimo;09/10/2020;4.263,60;153,00;36
A;256698;322269;484837;Empréstimo;01/03/2021;3.049,80;71,40;48
A;256808;482765;495299;Empréstimo;04/03/2021;2.121,60;71,40;48
A;256849;529468;440849;Empréstimo;04/01/2021;2.193,00;112,20;24
A;256916;215328;124521;Empréstimo;21/03/2018;4.243,20;71,40;96
A;257018;321254;344796;Empréstimo;10/08/2020;3.131,40;142,80;28
A;257142;296888;246744;Empréstimo;01/04/2020;999,60;418,20;3
A;257212;456456;251421;Empréstimo;02/04/2020;255,00;102,00;3
A;257372;351531;637479;Empréstimo;24/08/2021;6.364,80;581,40;13
A;257402;458832;319223;Empréstimo;30/06/2020;295,80;20,40;24
A;257556;365882;304746;Empréstimo;01/06/2020;5.814,00;183,60;48
A;257619;381810;554428;Empréstimo;14/05/2021;7.038,00;316,20;28
A;257639;566389;285990;Empréstimo;29/04/2020;51,00;0,00;36
A;257708;416420;316935;Empréstimo;25/06/2020;3.825,00;163,20;36
A;258028;494546;251003;Empréstimo;03/04/2020;204,00;20,40;14
A;258050;633475;389979;Empréstimo;20/10/2020;2.805,00;91,80;47
A;258191;711707;709384;Empréstimo;29/11/2021;469,20;51,00;10
A;258294;206548;207361;Empréstimo;09/12/2019;3.315,00;132,60;36
A;258354;553615;211051;Financiamento;20/12/2019;8.527,20;275,40;48
A;258358;201252;501373;Empréstimo;15/03/2021;2.713,20;91,80;48
A;258445;578657;249329;Empréstimo;01/04/2020;20,40;0,00;48
A;258585;497582;483910;Empréstimo;22/02/2021;2.121,60;71,40;48
A;258795;369875;139872;Empréstimo;23/11/2018;3.702,60;122,40;48
A;258825;184890;256754;Empréstimo;06/04/2020;999,60;336,60;4
A;258836;328131;237906;Empréstimo;12/03/2020;836,40;30,60;48
A;259082;580425;373417;Empréstimo;25/09/2020;2.560,20;102,00;36
A;259266;303079;280908;Empréstimo;20/04/2020;683,40;193,80;4
A;259358;447265;400983;Financiamento;17/11/2020;8.486,40;234,60;60
A;259630;358925;260666;Empréstimo;07/04/2020;91,80;40,80;3
A;259719;348816;206109;Empréstimo;05/12/2019;3.070,20;163,20;24
A;259813;535331;311758;Empréstimo;16/06/2020;8.537,40;295,80;48
A;259857;146525;570820;Empréstimo;04/06/2021;285,60;10,20;60
A;260015;360145;148255;Empréstimo;23/07/2020;1.213,80;51,00;48
A;260117;567098;213438;Empréstimo;08/01/2020;2.856,00;112,20;36
A;260177;148389;626551;Financiamento;11/08/2021;7.252,20;408,00;24
A;260251;495752;332563;Empréstimo;21/07/2020;153,00;91,80;2
A;260533;325977;187594;Financiamento;27/09/2019;8.527,20;265,20;48
A;260566;677003;651262;Empréstimo;09/09/2021;520,20;30,60;25
A;260649;633075;489838;Empréstimo;26/02/2021;142,80;20,40;10
A;260858;141687;486403;Empréstimo;23/02/2021;2.754,00;244,80;12
A;261091;151902;295479;Empréstimo;14/05/2020;7.211,40;224,40;48
A;261163;594849;569501;Empréstimo;31/05/2021;244,80;30,60;10
A;261344;291736;138428;Empréstimo;07/11/2018;3.284,40;132,60;36
A;261551;384025;192584;Empréstimo;15/10/2019;4.406,40;132,60;48
A;261651;302316;21402;Empréstimo;17/04/2014;7.129,80;153,00;120
A;261809;2134;488435;Empréstimo;16/03/2021;4.375,80;132,60;48
A;262110;299728;718403;Empréstimo;08/12/2021;1.866,60;71,40;48
A;262264;239854;557885;Empréstimo;17/05/2021;2.203,20;91,80;36
A;262283;125837;448600;Empréstimo;13/01/2021;132,60;30,60;4
A;262359;462862;682051;Empréstimo;20/10/2021;6.456,60;153,00;60
A;262439;368649;533772;Empréstimo;19/04/2021;224,40;10,20;36
A;262562;503702;259196;Empréstimo;06/04/2020;91,80;40,80;3
A;262597;349989;277862;Empréstimo;16/04/2020;693,60;265,20;3
A;262603;399349;701118;Empréstimo;16/11/2021;5.385,60;193,80;48
A;262674;567461;613339;Financiamento;04/08/2021;8.904,60;255,00;60
A;262828;466676;129965;Financiamento;26/07/2018;846,60;30,60;36
A;262899;177458;243926;Empréstimo;26/03/2020;3.906,60;122,40;48
A;262997;183811;341540;Empréstimo;05/08/2020;1.397,40;81,60;24
A;263297;686793;601551;Empréstimo;08/07/2021;703,80;71,40;12
A;263390;198485;366139;Empréstimo;14/09/2020;20,40;20,40;1
A;263448;291705;311042;Empréstimo;17/06/2020;2.131,80;81,60;36
A;263469;377370;675044;Empréstimo;13/10/2021;387,60;20,40;20
A;263630;244028;673493;Empréstimo;09/11/2021;2.223,60;81,60;48
A;263634;536729;217590;Empréstimo;15/01/2020;887,40;30,60;48
A;263734;364265;668954;Empréstimo;29/09/2021;4.457,40;142,80;48
A;263897;609492;361491;Empréstimo;08/09/2020;2.988,60;122,40;36
A;263902;581729;229193;Empréstimo;13/02/2020;1.315,80;91,80;18
A;264038;388405;454324;Empréstimo;18/01/2021;438,60;40,80;10
A;264105;139415;360731;Empréstimo;08/09/2020;4.447,20;204,00;27
A;264197;644449;342565;Empréstimo;06/08/2020;7.752,00;265,20;48
A;264736;310911;591426;Empréstimo;30/06/2021;6.589,20;255,00;36
A;264833;485944;575575;Empréstimo;07/06/2021;4.406,40;163,20;48
A;264850;176659;276159;Empréstimo;14/04/2020;295,80;91,80;4
A;264941;317948;370725;Empréstimo;22/09/2020;3.417,00;112,20;48
A;265193;472566;459498;Empréstimo;25/01/2021;3.080,40;122,40;36
A;265230;262597;500368;Empréstimo;16/03/2021;15.371,40;499,80;48
A;265252;573614;617656;Empréstimo;30/07/2021;336,60;40,80;10
A;265304;541480;347126;Empréstimo;13/08/2020;3.559,80;112,20;48
A;265374;376206;658569;Empréstimo;17/09/2021;438,60;40,80;12
A;265603;302375;424853;Financiamento;08/12/2020;1.795,20;61,20;36
A;265671;598907;343375;Empréstimo;07/08/2020;2.386,80;91,80;36
A;266147;232112;357143;Empréstimo;31/08/2020;550,80;20,40;36
A;266227;320645;197671;Empréstimo;08/11/2019;979,20;40,80;36
A;266231;207019;269261;Empréstimo;09/04/2020;5.161,20;183,60;48
A;266324;343032;180972;Empréstimo;27/08/2019;2.437,80;91,80;48
A;266480;204716;364641;Empréstimo;11/09/2020;7.038,00;224,40;48
A;266507;293525;608520;Empréstimo;16/07/2021;234,60;61,20;4
A;266692;157915;206742;Empréstimo;06/12/2019;1.101,60;61,20;24
A;266699;477318;675119;Financiamento;08/10/2021;2.131,80;102,00;24
A;266785;532948;221294;Empréstimo;05/02/2020;877,20;51,00;24
A;266796;200316;184329;Financiamento;17/09/2019;5.538,60;285,60;24
A;266894;230107;469208;Empréstimo;04/02/2021;8.486,40;265,20;48
A;267059;339331;693288;Empréstimo;03/11/2021;887,40;30,60;36
A;267214;198953;697707;Empréstimo;25/11/2021;2.764,20;102,00;48
A;267329;284010;495843;Empréstimo;05/03/2021;867,00;81,60;12
A;267359;591551;301053;Empréstimo;25/05/2020;428,40;40,80;12
A;267403;280926;293564;Empréstimo;11/05/2020;336,60;122,40;3
A;267576;326703;276005;Empréstimo;15/04/2020;7.466,40;377,40;24
A;267754;197494;392886;Empréstimo;23/10/2020;7.680,60;255,00;36
A;267879;312958;401033;Empréstimo;11/11/2020;20.665,20;571,20;60
A;268232;387273;178239;Empréstimo;13/08/2019;1.540,20;61,20;36
A;268299;496048;277019;Empréstimo;15/04/2020;142,80;51,00;3
A;268496;637246;536651;Empréstimo;22/04/2021;4.396,20;183,60;36
A;268579;290051;542526;Empréstimo;30/04/2021;377,40;40,80;10
A;268719;652849;659874;Empréstimo;20/09/2021;540,60;61,20;10
A;268823;510752;265395;Empréstimo;08/04/2020;112,20;51,00;3
A;268961;368103;607775;Financiamento;19/07/2021;8.527,20;234,60;48
A;269436;280346;206663;Empréstimo;06/12/2019;856,80;91,80;10
A;269595;389071;497921;Financiamento;11/03/2021;1.275,00;30,60;48
A;269755;393322;537284;Empréstimo;23/04/2021;438,60;40,80;12
A;269770;496751;384198;Empréstimo;13/10/2020;1.285,20;71,40;24
A;269856;723804;451455;Empréstimo;22/01/2021;265,20;20,40;15
A;270049;321410;136308;Empréstimo;15/10/2018;6.364,80;214,20;48
A;270052;255308;527490;Empréstimo;14/04/2021;1.315,80;71,40;24
A;270212;689989;719039;Financiamento;14/12/2021;8.486,40;275,40;48
A;270214;494479;251063;Empréstimo;02/04/2020;51,00;30,60;2
A;270294;480235;683054;Empréstimo;22/10/2021;19.726,80;652,80;48
A;270466;372160;483463;Empréstimo;19/02/2021;11.016,00;469,20;36
A;270500;277731;242952;Empréstimo;23/03/2020;5.936,40;244,80;36
A;270508;593748;287845;Empréstimo;30/04/2020;754,80;81,60;10
A;270607;649165;665217;Empréstimo;27/09/2021;479,40;51,00;10
A;270759;249176;186852;Empréstimo;24/09/2019;3.682,20;142,80;36
A;270817;477248;297159;Empréstimo;18/05/2020;214,20;10,20;24
A;270850;485793;442816;Empréstimo;05/01/2021;438,60;20,40;36
A;270968;569373;593670;Empréstimo;29/06/2021;907,80;102,00;10
A;271031;621249;514317;Empréstimo;29/03/2021;91,80;0,00;24
A;271122;223187;492497;Empréstimo;01/03/2021;1.326,00;30,60;48
A;271256;471382;285363;Empréstimo;29/04/2020;51,00;20,40;3
A;271273;690394;582091;Empréstimo;14/06/2021;6.171,00;234,60;48
A;271511;544819;355000;Empréstimo;27/08/2020;1.315,80;71,40;24
A;271683;569871;530042;Empréstimo;13/04/2021;1.764,60;71,40;36
A;271802;514703;331015;Empréstimo;20/07/2020;244,80;51,00;10
A;271855;530410;546646;Empréstimo;11/05/2021;9.934,80;357,00;48
A;272112;545154;562861;Financiamento;24/05/2021;8.486,40;204,00;60
A;272197;449570;464265;Empréstimo;29/01/2021;510,00;10,20;48
A;272236;570927;179124;Empréstimo;16/08/2019;2.193,00;122,40;24
A;272680;275338;678487;Empréstimo;15/10/2021;1.203,60;61,20;36
A;272722;231100;140928;Empréstimo;13/12/2018;4.406,40;132,60;48
A;273059;568644;315600;Empréstimo;24/06/2020;71,40;10,20;15
A;273232;497370;297125;Empréstimo;18/05/2020;3.009,00;132,60;30
A;273263;274417;425601;Empréstimo;09/12/2020;336,60;40,80;10
A;273285;537096;656120;Empréstimo;15/09/2021;91,80;30,60;3
A;273317;656715;601072;Empréstimo;07/07/2021;5.936,40;204,00;47
A;273484;256851;367789;Empréstimo;18/09/2020;1.489,20;51,00;36
A;273489;730978;681668;Empréstimo;19/10/2021;4.967,40;275,40;24
A;273544;362545;119268;Financiamento;03/10/2017;5.222,40;163,20;48
A;273555;387549;245968;Empréstimo;31/03/2020;244,80;81,60;4
A;273557;387551;212587;Empréstimo;07/01/2020;1.499,40;61,20;36
A;273627;414183;481011;Empréstimo;18/02/2021;438,60;40,80;12
A;273681;559911;546960;Empréstimo;04/05/2021;132,60;10,20;24
A;273734;156132;608057;Empréstimo;21/07/2021;13.668,00;510,00;48
A;273744;676815;653445;Empréstimo;13/09/2021;1.805,40;71,40;36
A;273766;639997;478946;Empréstimo;17/02/2021;2.203,20;91,80;36
A;273825;434214;621901;Empréstimo;17/11/2021;4.457,40;153,00;48
A;273845;354819;139021;Empréstimo;24/07/2020;1.407,60;51,00;48
A;273865;349841;457154;Empréstimo;21/01/2021;479,40;40,80;12
A;273889;631982;644768;Empréstimo;01/09/2021;244,80;30,60;10
A;273949;213903;323305;Empréstimo;08/07/2020;683,40;367,20;2
A;273993;438009;454946;Empréstimo;25/01/2021;224,40;10,20;24
A;274232;177286;143890;Empréstimo;10/01/2019;4.539,00;142,80;48
A;274340;440063;236577;Financiamento;20/05/2020;61.679,40;734,40;240
A;274341;440064;236578;Financiamento;20/05/2020;61.679,40;795,60;240
A;274364;621715;424580;Financiamento;09/12/2020;3.916,80;214,20;24
A;274671;412134;332093;Empréstimo;24/07/2020;11.097,60;285,60;60
A;274725;140891;508157;Empréstimo;18/03/2021;3.814,80;122,40;48
A;274817;259245;479935;Empréstimo;17/02/2021;5.997,60;204,00;48
A;274859;613861;415700;Empréstimo;27/11/2020;785,40;81,60;10
A;275028;575315;338346;Empréstimo;30/07/2020;40,80;40,80;1
A;275075;387612;498147;Empréstimo;09/03/2021;1.550,40;61,20;36
A;275194;262725;407124;Empréstimo;18/11/2020;2.305,20;81,60;48
A;275449;452066;404261;Empréstimo;10/11/2020;214,20;10,20;36
A;275518;212588;152147;Financiamento;11/03/2019;816,00;30,60;36
A;275612;411377;343288;Empréstimo;06/08/2020;153,00;183,60;1
A;275730;360477;343140;Empréstimo;06/08/2020;6.834,00;204,00;48
A;275758;515062;278215;Empréstimo;16/04/2020;3.631,20;142,80;36
A;275820;637251;653154;Empréstimo;10/09/2021;224,40;10,20;24
A;275917;252821;553973;Empréstimo;12/05/2021;2.121,60;214,20;11
A;276117;541603;189684;Empréstimo;08/10/2019;877,20;51,00;24
A;276158;269749;336684;Empréstimo;29/07/2020;2.978,40;102,00;48
A;276489;154259;254137;Empréstimo;03/04/2020;204,00;61,20;4
A;276538;441485;243607;Empréstimo;24/03/2020;5.936,40;234,60;36
A;276668;203747;413537;Empréstimo;04/12/2020;7.752,00;275,40;39
A;276866;195176;686583;Empréstimo;27/10/2021;2.692,80;275,40;12
A;276877;553728;288070;Empréstimo;30/04/2020;1.091,40;122,40;10
A;277143;438364;137879;Financiamento;08/11/2018;846,60;40,80;24
A;277283;653796;670251;Empréstimo;01/10/2021;3.967,80;163,20;48
A;277314;428287;181856;Empréstimo;03/09/2019;3.886,20;132,60;48
A;277335;275508;723744;Empréstimo;15/12/2021;1.407,60;163,20;10
A;277349;678608;451327;Financiamento;15/01/2021;11.821,80;285,60;60
A;277546;596815;343981;Financiamento;10/08/2020;5.120,40;163,20;36
A;277547;250177;380124;Empréstimo;06/10/2020;2.131,80;102,00;24
A;277824;183620;267630;Empréstimo;09/04/2020;173,40;102,00;3
A;277959;258296;370485;Financiamento;21/09/2020;4.263,60;122,40;48
A;277992;241942;470409;Empréstimo;05/02/2021;2.193,00;122,40;24
A;278045;205327;626760;Empréstimo;10/08/2021;1.530,00;173,40;10
A;278087;246862;468161;Empréstimo;05/03/2021;1.764,60;61,20;48
A;278218;346940;265691;Empréstimo;23/11/2020;163,20;10,20;48
A;278357;691444;519941;Financiamento;30/04/2021;8.486,40;224,40;60
A;278457;545987;527869;Empréstimo;15/04/2021;1.081,20;40,80;48
A;278547;284713;240799;Financiamento;11/09/2020;47.929,80;867,00;120
A;278563;688143;719626;Empréstimo;09/12/2021;703,80;81,60;10
A;278598;253920;183340;Empréstimo;09/09/2019;2.886,60;81,60;48
A;278661;657944;679100;Empréstimo;15/10/2021;2.968,20;204,00;18
A;278699;696159;575693;Empréstimo;07/06/2021;867,00;81,60;12
A;278791;180364;734259;Empréstimo;29/12/2021;6.446,40;224,40;48
A;278824;375797;201985;Empréstimo;20/11/2019;1.764,60;71,40;36
A;278919;490686;285407;Empréstimo;28/04/2020;71,40;0,00;60
A;279318;547531;175362;Empréstimo;29/07/2019;3.947,40;142,80;48
A;279666;332863;432975;Empréstimo;18/12/2020;816,00;40,80;24
A;279712;503359;409584;Empréstimo;27/11/2020;1.071,00;40,80;36
A;280091;494989;585116;Empréstimo;24/06/2021;775,20;30,60;36
A;280092;494990;630223;Empréstimo;16/08/2021;877,20;30,60;36
A;280128;161496;296629;Empréstimo;15/05/2020;428,40;40,80;12
A;280351;700868;643351;Empréstimo;01/09/2021;438,60;51,00;10
A;280364;239001;460358;Empréstimo;25/01/2021;295,80;30,60;10
A;280400;141765;293388;Financiamento;13/05/2020;4.263,60;102,00;48
A;280442;395874;145421;Financiamento;21/01/2019;4.243,20;163,20;36
A;280884;173785;262728;Empréstimo;07/04/2020;285,60;132,60;4
A;280935;469638;239389;Empréstimo;12/03/2020;4.406,40;122,40;60
A;281029;727706;580749;Empréstimo;11/06/2021;775,20;91,80;12
A;281053;434126;599252;Empréstimo;12/07/2021;2.641,80;102,00;36
A;281260;280491;197888;Financiamento;06/11/2019;1.030,20;81,60;36
A;281301;585142;266880;Empréstimo;08/04/2020;122,40;51,00;3
A;281359;628541;578748;Empréstimo;11/06/2021;867,00;81,60;12
A;281512;281045;537606;Empréstimo;23/04/2021;3.396,60;122,40;36
A;281539;528688;443822;Empréstimo;06/01/2021;132,60;20,40;6
A;281633;664494;437268;Empréstimo;04/01/2021;1.315,80;61,20;27
A;281701;434703;186499;Empréstimo;19/05/2020;693,60;20,40;60
A;281845;420277;246470;Empréstimo;31/03/2020;1.234,20;550,80;3
A;281933;641505;433565;Empréstimo;21/12/2020;1.285,20;122,40;12
A;282126;506135;548109;Empréstimo;06/05/2021;8.098,80;244,80;48
A;282161;630788;504365;Financiamento;15/03/2021;8.486,40;265,20;48
A;282265;375298;176742;Empréstimo;06/08/2019;1.030,20;30,60;60
A;282568;371586;734400;Empréstimo;30/12/2021;1.336,20;61,20;48
A;282585;371281;575905;Empréstimo;08/06/2021;867,00;40,80;36
A;282625;501805;707221;Empréstimo;29/11/2021;3.600,60;122,40;48
A;282698;176324;133692;Empréstimo;10/09/2018;9.169,80;306,00;48
A;283112;184645;233237;Empréstimo;28/02/2020;1.723,80;51,00;48
A;283134;223560;291214;Empréstimo;07/05/2020;193,80;122,40;2
A;283410;392461;451606;Financiamento;14/01/2021;6.395,40;193,80;48
A;283433;450489;402189;Empréstimo;09/11/2020;2.682,60;112,20;36
A;283448;445385;508121;Financiamento;31/05/2021;64.056,00;836,40;240
A;283739;420226;322029;Empréstimo;10/07/2020;7.619,40;285,60;36
A;283930;294677;380609;Empréstimo;06/10/2020;1.999,20;61,20;36
A;284158;361948;279222;Empréstimo;20/04/2020;17.054,40;387,60;60
A;284210;301404;306663;Empréstimo;07/10/2020;81,60;0,00;60
A;284260;481226;263834;Empréstimo;07/04/2020;20,40;10,20;2
A;284524;213320;685856;Empréstimo;26/10/2021;2.968,20;275,40;12
A;284526;255875;370235;Empréstimo;02/10/2020;4.783,80;173,40;36
A;284547;483154;693013;Empréstimo;08/11/2021;3.325,20;173,40;24
A;284887;648276;692185;Empréstimo;01/11/2021;214,20;20,40;10
A;285218;380411;482840;Empréstimo;19/02/2021;2.417,40;122,40;24
A;285236;680064;730485;Empréstimo;28/12/2021;612,00;71,40;10
A;285651;662198;601339;Empréstimo;07/07/2021;173,40;10,20;36
A;286062;479547;250404;Empréstimo;02/04/2020;112,20;71,40;2
A;286410;205175;361134;Empréstimo;10/09/2020;4.263,60;214,20;24
A;286459;237603;145063;Financiamento;16/01/2019;3.835,20;153,00;36
A;286518;373388;248194;Empréstimo;01/04/2020;326,40;214,20;2
A;286836;395976;130494;Empréstimo;24/07/2018;5.242,80;193,80;48
A;286927;506238;712826;Empréstimo;30/11/2021;10,20;0,00;10
A;286984;266076;353376;Financiamento;01/09/2020;16.340,40;520,20;48
A;287005;166091;434888;Empréstimo;21/12/2020;418,20;20,40;20
A;287071;498409;501846;Empréstimo;11/03/2021;2.866,20;112,20;36
A;287197;316506;363932;Empréstimo;11/09/2020;418,20;20,40;36
A;287223;616666;605522;Empréstimo;16/07/2021;224,40;10,20;36
A;287306;509599;306787;Empréstimo;15/06/2020;3.355,80;387,60;10
A;287339;256681;334859;Empréstimo;28/07/2020;4.263,60;153,00;48
A;287414;525092;624489;Empréstimo;09/08/2021;2.121,60;204,00;12
A;287677;457652;613788;Financiamento;26/07/2021;8.904,60;244,80;60
A;287938;333403;632808;Empréstimo;18/08/2021;4.845,00;193,80;36
A;288053;330393;204993;Empréstimo;02/12/2019;5.089,80;122,40;72
A;288064;486793;490028;Empréstimo;26/02/2021;652,80;81,60;10
A;288086;266697;176023;Empréstimo;01/08/2019;4.845,00;153,00;48
A;288167;163411;331187;Empréstimo;23/07/2020;4.253,40;142,80;48
A;288270;243047;192783;Empréstimo;25/10/2019;632,40;20,40;48
A;288285;612506;407714;Empréstimo;16/11/2020;61,20;0,00;48
A;288338;636861;500947;Empréstimo;10/03/2021;673,20;71,40;10
A;288702;270274;138214;Financiamento;08/11/2018;8.486,40;265,20;48
A;288841;232042;255663;Empréstimo;03/04/2020;357,00;10,20;60
A;288950;221123;120916;Financiamento;08/12/2017;6.364,80;204,00;48
A;289187;439547;263812;Empréstimo;07/04/2020;71,40;30,60;3
A;289322;684604;499774;Empréstimo;09/03/2021;2.203,20;91,80;36
A;289337;512417;149100;Empréstimo;20/02/2019;4.406,40;163,20;48
A;289369;372147;139398;Financiamento;19/11/2018;4.263,60;132,60;48
A;289374;598188;447260;Empréstimo;11/01/2021;163,20;20,40;10
A;289462;703962;571595;Empréstimo;01/06/2021;652,80;61,20;12
A;289542;642921;408403;Empréstimo;16/11/2020;1.285,20;51,00;36
A;289649;615808;422523;Empréstimo;07/12/2020;438,60;40,80;12
A;289670;129253;508082;Financiamento;09/04/2021;4.477,80;214,20;24
A;289848;295492;273273;Empréstimo;13/04/2020;275,40;173,40;2
A;290219;639535;418057;Empréstimo;30/11/2020;244,80;30,60;10
A;290335;420503;609227;Empréstimo;19/07/2021;795,60;40,80;36
A;290434;542779;463414;Empréstimo;28/01/2021;2.550,00;81,60;48
A;290784;390931;653781;Empréstimo;13/09/2021;7.935,60;255,00;48
A;291128;475802;352488;Empréstimo;24/08/2020;71,40;81,60;1
A;291141;501475;215572;Empréstimo;09/01/2020;948,60;30,60;36
A;291151;310718;673441;Empréstimo;13/10/2021;4.447,20;163,20;36
A;291191;522949;138440;Financiamento;09/11/2018;8.486,40;326,40;36
A;291238;158439;154193;Empréstimo;25/03/2019;2.499,00;81,60;48
A;291433;402014;596905;Empréstimo;02/07/2021;1.387,20;51,00;30
